1,/36/,divison,10000001,36,চট্টগ্রাম,http://www.chittagongdiv.gov.bd/,Chittagong,1
531,/36/1006/4671/4684/,union,4671,4684,দেওটি ইউনিয়ন,http://deotiup.noakhali.gov.bd,Deoti,4
532,/36/1006/4671/4685/,union,4671,4685,আমিশাপাড়া ইউনিয়ন,http://amishaparaup.noakhali.gov.bd,Amishapara,4
533,/36/2075/,district,36,2075,চাঁদপুর জেলা,http://www.chandpur.gov.bd,Chandpur District,2
534,/36/2075/1155/,upazilla,2075,1155,হাইমচর উপজেলা,http://haimchar.chandpur.gov.bd,Haimchar Upazilla,3
535,/36/2075/1155/2476/,union,1155,2476,গাজীপুর ইউনিয়ন,http://gazipurup.chandpur.gov.bd,Gazipur,4
536,/36/2075/1155/2479/,union,1155,2479,আলগী দুর্গাপুর ইউনিয়ন,http://algidurgapurnorthup.chandpur.gov.bd,Algidurgapurnorth,4
537,/36/2075/1155/2480/,union,1155,2480,আলগী দুর্গাপুরদক্ষিণ ইউনিয়ন,http://algidurgapursouth.chandpur.gov.bd,Algidurgapursouth,4
538,/36/2075/1155/2481/,union,1155,2481,নীলকমল ইউনিয়ন,http://nilkamalup.chandpur.gov.bd,Nilkamal,4
539,/36/2075/1155/2503/,union,1155,2503,হাইমচর ইউনিয়ন,http://haimcharup.chandpur.gov.bd,Haimchar,4
540,/36/2075/1155/3137/,union,1155,3137,চরভৈরবী,http://charbhairabiup.chandpur.gov.bd,Charbhairabi,4
541,/36/2075/1159/,upazilla,2075,1159,কচুয়া উপজেলা,http://kachua.chandpur.gov.bd,Kachua Upazilla,3
542,/36/2075/1159/2612/,union,1159,2612,পাথৈর ইউনিয়ন,http://pathairup.chandpur.gov.bd,Pathair,4
543,/36/2075/1159/2616/,union,1159,2616,বিতারা ইউনিয়ন,http://bitaraup.chandpur.gov.bd,Bitara,4
544,/36/2075/1159/2617/,union,1159,2617,সহদেবপুর পূর্ব,http://shohodebpureastup.chandpur.gov.bd,Shohodebpureast,4
545,/36/2075/1159/2618/,union,1159,2618,সহদেবপুর পশ্চিম,http://shohodebpurwestup.chandpur.gov.bd,Shohodebpurwest,4
546,/36/2075/1159/2619/,union,1159,2619,কচুয়া উত্তর,http://kachuanorthup.chandpur.gov.bd,Kachuanorth,4
547,/36/2075/1159/2620/,union,1159,2620,কচুয়া দক্ষিণ,http://kachuasouthup.chandpur.gov.bd,Kachuasouth,4
548,/36/2075/1159/2621/,union,1159,2621,গোহাট উত্তর,http://gohatnorthup.chandpur.gov.bd,Gohatnorth,4
549,/36/2075/1159/2623/,union,1159,2623,কাদলা,http://kadlaup.chandpur.gov.bd,Kadla,4
550,/36/2075/1159/2625/,union,1159,2625,আসরাফপুর,http://ashrafpurup.chandpur.gov.bd,Ashrafpur,4
551,/36/2075/1159/2626/,union,1159,2626,গোহাট দক্ষিণ,http://gohatsouthup.chandpur.gov.bd,Gohatsouth,4
552,/36/2075/1159/2630/,union,1159,2630,সাচার ইউনিয়ন,http://sacharup.chandpur.gov.bd,Sachar,4
553,/36/2075/1159/2698/,union,1159,2698,কড়ইয়া,http://koroiaup.chandpur.gov.bd,Koroia,4
554,/36/2075/1164/,upazilla,2075,1164,"শাহরাস্তি উপজেলা	",http://shahrasti.chandpur.gov.bd,Shahrasti Upazilla,3
555,/36/2075/1164/2490/,union,1164,2490,টামটা দক্ষিণ ইউনিয়ন,http://tamtasouthup.chandpur.gov.bd,Tamtasouth,4
556,/36/2075/1164/2491/,union,1164,2491,টামটা উত্তর ইউনিয়ন,http://tamtanorthup.chandpur.gov.bd,Tamtanorth,4
557,/36/2075/1164/2578/,union,1164,2578,মেহের উত্তর,http://mehernorthup.chandpur.gov.bd,Mehernorth,4
558,/36/2075/1164/2580/,union,1164,2580,মেহের দক্ষিণ,http://mehersouthup.chandpur.gov.bd,Mehersouth,4
559,/36/2075/1164/2582/,union,1164,2582,সুচিপাড়া উত্তর,http://suchiparanorthup.chandpur.gov.bd,Suchiparanorth,4
560,/36/2075/1164/2583/,union,1164,2583,সুচিপাড়া দক্ষিণ,http://suchiparasouthup.chandpur.gov.bd,Suchiparasouth,4
561,/36/2075/1164/2607/,union,1164,2607,চিতষী পূর্ব,http://chitoshieastup.chandpur.gov.bd,Chitoshieast,4
562,/36/2075/1164/2608/,union,1164,2608,রায়শ্রী দক্ষিন,http://raysreesouthup.chandpur.gov.bd,Raysreesouth,4
563,/36/2075/1164/2609/,union,1164,2609,রায়শ্রী উত্তর,http://raysreenorthup.chandpur.gov.bd,Raysreenorth,4
564,/36/2075/1164/2610/,union,1164,2610,চিতষী পশ্চিম,http://chitoshiwestup.chandpur.gov.bd,Chitoshiwest,4
565,/36/2075/2411/,upazilla,2075,2411,চাঁদপুর সদর উপজেলা,http://sadar.chandpur.gov.bd,Sadar Upazilla,3
566,/36/2075/2411/2455/,union,2411,2455,বিষ্ণপুর ইউনিয়ন,http://bishnapurup.chandpur.gov.bd,Bishnapur,4
567,/36/2075/2411/2458/,union,2411,2458,আশিকাটি ইউনিয়ন,http://ashikatiup.chandpur.gov.bd,Ashikati,4
568,/36/2075/2411/2459/,union,2411,2459,শাহ্‌ মাহমুদপুর,http://shahmahmudpurup.chandpur.gov.bd,Shahmahmudpur,4
569,/36/2075/2411/2462/,union,2411,2462,কল্যাণপুর ইউনিয়ন,http://kalyanpurup.chandpur.gov.bd,Kalyanpur,4
570,/36/2075/2411/2464/,union,2411,2464,রামপুর ইউনিয়ন,http://rampurup.chandpur.gov.bd,Rampur,4
571,/36/2075/2411/2470/,union,2411,2470,মৈশাদী ইউনিয়ন,http://maishadiup.chandpur.gov.bd,Maishadi,4
572,/36/2075/2411/2472/,union,2411,2472,তরপুচন্ডী ইউনিয়ন,http://tarpurchandiup.chandpur.gov.bd,Tarpurchandi,4
573,/36/2075/2411/2474/,union,2411,2474,বাগাদী ইউনিয়ন,http://baghadiup.chandpur.gov.bd,Baghadi,4
574,/36/2075/2411/2511/,union,2411,2511,লক্ষীপুর মডেল ইউনিয়ন,http://laxmipurmodelup.chandpur.gov.bd,Laxmipurmodel,4
575,/36/2075/2411/2513/,union,2411,2513,হানারচর ইউনিয়ন,http://hanarcharup.chandpur.gov.bd,Hanarchar,4
576,/36/2075/2411/2720/,union,2411,2720,চান্দ্রা ইউনিয়ন,http://chandraup.chandpur.gov.bd,Chandra,4
577,/36/2075/2411/3783/,union,2411,3783,রাজরাজেশ্বর ইউনিয়ন,http://rajrajeshwarup.chandpur.gov.bd,Rajrajeshwar,4
578,/36/2075/2411/3837/,union,2411,3837,ইব্রাহীমপুর ইউনিয়ন,http://ibrahimpurup.chandpur.gov.bd,Ibrahimpur,4
579,/36/2075/2411/3957/,union,2411,3957,বালিয়া ইউনিয়ন,http://baliaup.chandpur.gov.bd,Balia,4
580,/36/2075/2413/,upazilla,2075,2413,মতলব দক্ষিণ,http://matlabsouth.chandpur.gov.bd,Matlabsouth Upazilla,3
581,/36/2075/2413/2484/,union,2413,2484,নায়েরগাঁও উত্তর ইউনিয়ন,http://nayergaonnorthup.chandpur.gov.bd,Nayergaonnorth,4
582,/36/2075/2413/2485/,union,2413,2485,নায়েরগাঁও দক্ষিন ইউনিয়ন,http://nayergaonsouthup.chandpur.gov.bd,Nayergaonsouth,4
583,/36/2075/2413/2487/,union,2413,2487,খাদেরগাঁও ইউনিয়ন,http://khadergaonup.chandpur.gov.bd,Khadergaon,4
584,/36/2075/2413/2500/,union,2413,2500,নারায়নপুর ইউনিয়ন,http://narayanpurup.chandpur.gov.bd,Narayanpur,4
585,/36/2075/2413/2501/,union,2413,2501,উপাদী দক্ষিণ,http://upadisouthup.chandpur.gov.bd,Upadisouth,4
586,/36/2075/2413/2734/,union,2413,2734,উপাদী উত্তর,http://upadinorthup.chandpur.gov.bd,Upadinorth,4
587,/36/2075/2532/,upazilla,2075,2532,হাজীগঞ্জ উপজেলা,http://hajiganj.chandpur.gov.bd,Hajiganj Upazilla,3
588,/36/2075/2532/2535/,union,2532,2535,রাজারগাঁও উত্তর,http://rajargaonnorthup.chandpur.gov.bd,Rajargaonnorth,4
589,/36/2075/2532/2536/,union,2532,2536,বাকিলা ইউনিয়ন,http://bakilaup.chandpur.gov.bd,Bakila,4
590,/36/2075/2532/2539/,union,2532,2539,কালচোঁ উত্তর ইউনিয়ন,http://kalochonorthup.chandpur.gov.bd,Kalochonorth,4
591,/36/2075/2532/2540/,union,2532,2540,হাজীগঞ্জ সদর ইউনিয়ন,http://hajiganjsadarup.chandpur.gov.bd,Hajiganjsadar,4
592,/36/2075/2532/2541/,union,2532,2541,কালচোঁ দক্ষিণ,http://kalochosouthup.chandpur.gov.bd,Kalochosouth,4
593,/36/2075/2532/2542/,union,2532,2542,বড়কুল পূর্ব,http://barkuleastup.chandpur.gov.bd,Barkuleast,4
594,/36/2075/2532/2543/,union,2532,2543,বড়কুল পশ্চিম,http://barkulwestup.chandpur.gov.bd,Barkulwest,4
595,/36/2075/2532/2545/,union,2532,2545,হাটিলা পূর্ব,http://hatilaeastup.chandpur.gov.bd,Hatilaeast,4
596,/36/2075/2532/2547/,union,2532,2547,হাটিলা পশ্চিম,http://hatilawestup.chandpur.gov.bd,Hatilawest,4
597,/36/2075/2532/2549/,union,2532,2549,গন্ধর্ব্যপুর উত্তর,http://gandharbapurnorthup.chandpur.gov.bd,Gandharbapurnorth,4
598,/36/2075/2532/3825/,union,2532,3825,গন্ধর্ব্যপুর দক্ষিণ,http://gandharbapursouthup.chandpur.gov.bd,Gandharbapursouth,4
599,/36/2075/2632/,upazilla,2075,2632,মতলব উত্তর,http://matlabnorth.chandpur.gov.bd,Matlabnorth Upazilla,3
600,/36/2075/2632/2633/,union,2632,2633,ষাটনল,http://satnalup.chandpur.gov.bd,Satnal,4
601,/36/2075/2632/2634/,union,2632,2634,বাগানবাড়ী,http://banganbariup.chandpur.gov.bd,Banganbari,4
602,/36/2075/2632/2635/,union,2632,2635,সাদুল্ল্যাপুর,http://sadullapurup.chandpur.gov.bd,Sadullapur,4
603,/36/2075/2632/2636/,union,2632,2636,দূর্গাপুর,http://durgapurup.chandpur.gov.bd,Durgapur,4
604,/36/2075/2632/2637/,union,2632,2637,কালাকান্দা,http://kalakandaup.chandpur.gov.bd,Kalakanda,4
605,/36/2075/2632/2645/,union,2632,2645,মোহনপুর,http://mohanpurup.chandpur.gov.bd,Mohanpur,4
606,/36/2075/2632/2646/,union,2632,2646,এখলাছপুর,http://eklaspurup.chandpur.gov.bd,Eklaspur,4
607,/36/2075/2632/2647/,union,2632,2647,জহিরাবাদ,http://jahirabadup.chandpur.gov.bd,Jahirabad,4
608,/36/2075/2632/2648/,union,2632,2648,ফতেহপুর(পূর্ব),http://eastfatehpur.chandpur.gov.bd,Eastfatehpur,4
609,/36/2075/2632/2649/,union,2632,2649,ফতেহপুর(পশ্চিম),http://westfatehpurup.chandpur.gov.bd,Westfatehpur,4
610,/36/2075/2632/2650/,union,2632,2650,ফরাজীকান্দি,http://farajikandiup.chandpur.gov.bd,Farajikandi,4
611,/36/2075/2632/2651/,union,2632,2651,ইসলামাবাদ,http://islamabadup.chandpur.gov.bd,Islamabad,4
612,/36/2075/2632/2652/,union,2632,2652,সুলতানাবাদ,http://sultanabadup.chandpur.gov.bd,Sultanabad,4
613,/36/2075/2632/2682/,union,2632,2682,গজরা,http://gazraup.chandpur.gov.bd,Gazra,4
614,/36/2075/2684/,upazilla,2075,2684,ফরিদগঞ্জ উপজেলা,http://faridgonj.chandpur.gov.bd,Faridgonj Upazilla,3
615,/36/2075/2684/2410/,union,2684,2410,বালিথুবা পশ্চিম ইউনিয়ন,http://balithubawestup.chandpur.gov.bd,Balithubawest,4
616,/36/2075/2684/2414/,union,2684,2414,বালিথুবা পূর্ব ইউনিয়ন,http://balithubaeastup.chandpur.gov.bd,Balithubaeast,4
617,/36/2075/2684/2415/,union,2684,2415,সুবিদপুর পূর্ব,http://subidpureastup.chandpur.gov.bd,Subidpureast,4
618,/36/2075/2684/2417/,union,2684,2417,সুবিদপুর পশ্চিম,http://subidpurwestup.chandpur.gov.bd,Subidpurwest,4
619,/36/2075/2684/2418/,union,2684,2418,গুপ্তি পশ্চিম,http://guptiwestup.chandpur.gov.bd,Guptiwest,4
620,/36/2075/2684/2419/,union,2684,2419,গুপ্তি পূর্ব,http://guptieastup.chandpur.gov.bd,Guptieast,4
621,/36/2075/2684/2420/,union,2684,2420,পাইকপাড়া উত্তর,http://paikparanorthup.chandpur.gov.bd,Paikparanorth,4
622,/36/2075/2684/2421/,union,2684,2421,পাইকপাড়া দক্ষিণ,http://paikparasouthup.chandpur.gov.bd,Paikparasouth,4
623,/36/2075/2684/2422/,union,2684,2422,গবিন্দপুর উত্তর,http://gobindapurnorthup.chandpur.gov.bd,Gobindapurnorth,4
624,/36/2075/2684/2423/,union,2684,2423,গবিন্দপুর দক্ষিণ,http://gobindapursouthup.chandpur.gov.bd,Gobindapursouth,4
625,/36/2075/2684/2424/,union,2684,2424,চরদুখিয়া পূর্ব,http://chardukhiaeastup.chandpur.gov.bd,Chardukhiaeast,4
626,/36/2075/2684/2425/,union,2684,2425,চরদুঃখিয়া পশ্চিম,http://chardukhiawestup.chandpur.gov.bd,Chardukhiawest,4
627,/36/2075/2684/2504/,union,2684,2504,ফরিদ্গঞ্জ দক্ষিণ ইউনিয়ন,http://faridgonjsouthup.chandpur.gov.bd,Faridgonjsouth,4
628,/36/2075/2684/2506/,union,2684,2506,রুপসা দক্ষিণ,http://rupshasouthup.chandpur.gov.bd,Rupshasouth,4
629,/36/2075/2684/2507/,union,2684,2507,রুপসা উত্তর,http://rupshanorthup.chandpur.gov.bd,Rupshanorth,4
630,/36/3108/,district,36,3108,লক্ষ্মীপুর  জেলা,http://www.lakshmipur.gov.bd,Lakshmipur District,2
631,/36/3108/4706/,upazilla,3108,4706,লক্ষ্মীপুর সদর উপজেলা,http://sadar.lakshmipur.gov.bd,Sadar Upazilla,3
632,/36/3108/4706/4713/,union,4706,4713,উত্তর হামছাদী ইউনিয়ন,http://northhamsadiup.lakshmipur.gov.bd,Northhamsadi,4
633,/36/3108/4706/4714/,union,4706,4714,দক্ষিন হামছাদী ইউনিয়ন,http://southhamsadiup.lakshmipur.gov.bd,Southhamsadi,4
634,/36/3108/4706/4715/,union,4706,4715,দালাল বাজার ইউনিয়ন,http://dalalbazarup.lakshmipur.gov.bd,Dalalbazar,4
635,/36/3108/4706/4716/,union,4706,4716,চররুহিতা ইউনিয়ন,http://charruhitaup.lakshmipur.gov.bd,Charruhita,4
636,/36/3108/4706/4717/,union,4706,4717,পার্বতীনগর ইউনিয়ন,http://parbotinagarup.lakshmipur.gov.bd,Parbotinagar,4
637,/36/3108/4706/4718/,union,4706,4718,বাঙ্গাখাঁ ইউনিয়ন,http://bangakhaup.lakshmipur.gov.bd,Bangakha,4
638,/36/3108/4706/4719/,union,4706,4719,দত্তপাড়া ইউনিয়ন,http://dattaparaup.lakshmipur.gov.bd,Dattapara,4
639,/36/3108/4706/4720/,union,4706,4720,বশিকপুর ইউনিয়ন,http://basikpurup.lakshmipur.gov.bd,Basikpur,4
640,/36/3108/4706/4721/,union,4706,4721,চন্দ্রগঞ্জ ইউনিয়ন,http://chandrogonjup.lakshmipur.gov.bd,Chandrogonj,4
641,/36/3108/4706/4722/,union,4706,4722,উত্তর জয়পুর ইউনিয়ন,http://nourthjoypurup.lakshmipur.gov.bd,Nourthjoypur,4
642,/36/3108/4706/4723/,union,4706,4723,হাজিরপাড়া ইউনিয়ন,http://hazirparaup.lakshmipur.gov.bd,Hazirpara,4
643,/36/3108/4706/4724/,union,4706,4724,চরশাহী ইউনিয়ন,http://charshahiup.lakshmipur.gov.bd,Charshahi,4
644,/36/3108/4706/4725/,union,4706,4725,দিঘলী ইউনিয়ন,http://digliup.lakshmipur.gov.bd,Digli,4
645,/36/3108/4706/4726/,union,4706,4726,লাহারকান্দি ইউনিয়ন,http://laharkandiup.lakshmipur.gov.bd,Laharkandi,4
646,/36/3108/4706/4728/,union,4706,4728,ভবানীগঞ্জ ইউনিয়ন,http://vobanigonjup.lakshmipur.gov.bd,Vobanigonj,4
647,/36/3108/4706/4729/,union,4706,4729,কুশাখালী ইউনিয়ন,http://kusakhaliup.lakshmipur.gov.bd,Kusakhali,4
648,/36/3108/4706/4730/,union,4706,4730,শাকচর ইউনিয়ন,http://sakchorup.lakshmipur.gov.bd,Sakchor,4
649,/36/3108/4706/4731/,union,4706,4731,তেয়ারীগঞ্জ ইউনিয়ন,http://tearigonjup.lakshmipur.gov.bd,Tearigonj,4
650,/36/3108/4706/4732/,union,4706,4732,টুমচর ইউনিয়ন,http://tumchorup.lakshmipur.gov.bd,Tumchor,4
651,/36/3108/4706/4733/,union,4706,4733,চররমনী মোহন ইউনিয়ন,http://charramonimohonup.lakshmipur.gov.bd,Charramonimohon,4
652,/36/3108/4706/6207/,union,4706,6207,মান্দারী ইউনিয়ন,http://mandariup.lakshmipur.gov.bd,Mandari,4
653,/36/3108/4707/,upazilla,3108,4707,কমলনগর  উপজেলা,http://kamalnagar.lakshmipur.gov.bd,Kamalnagar Upazilla,3
654,/36/3108/4707/4782/,union,4707,4782,চর কালকিনি ইউনিয়ন,http://charkalkiniup.lakshmipur.gov.bd,Charkalkini,4
655,/36/3108/4707/4783/,union,4707,4783,সাহেবেরহাট ইউনিয়ন,http://shaheberhatup.lakshmipur.gov.bd,Shaheberhat,4
656,/36/3108/4707/4784/,union,4707,4784,চর মার্টিন ইউনিয়ন,http://charmartinup.lakshmipur.gov.bd,Charmartin,4
657,/36/3108/4707/4785/,union,4707,4785,চর ফলকন ইউনিয়ন,http://charfolconup.lakshmipur.gov.bd,Charfolcon,4
658,/36/3108/4707/4786/,union,4707,4786,পাটারীরহাট ইউনিয়ন,http://patarirhatup.lakshmipur.gov.bd,Patarirhat,4
659,/36/3108/4707/4787/,union,4707,4787,হাজিরহাট ইউনিয়ন,http://hajirhatup.lakshmipur.gov.bd,Hajirhat,4
660,/36/3108/4707/4788/,union,4707,4788,চর কাদিরা ইউনিয়ন,http://charkadiraup.lakshmipur.gov.bd,Charkadira,4
661,/36/3108/4707/4789/,union,4707,4789,তোরাবগঞ্জ ইউনিয়ন,http://torabgonjup.lakshmipur.gov.bd,Torabgonj,4
662,/36/3108/4707/4790/,union,4707,4790,চর লরেঞ্চ ইউনিয়ন,http://charlorenchup.lakshmipur.gov.bd,Charlorench,4
663,/36/3108/4708/,upazilla,3108,4708,রায়পুর উপজেলা,http://raipur.lakshmipur.gov.bd,Raipur Upazilla,3
664,/36/3108/4708/4903/,union,4708,4903,উত্তর চর আবাবিল ইউনিয়ন,http://northcharababilup.lakshmipur.gov.bd,Northcharababil,4
665,/36/3108/4708/4904/,union,4708,4904,উত্তর চর বংশী ইউনিয়ন,http://northcharbangshiup.lakshmipur.gov.bd,Northcharbangshi,4
666,/36/3108/4708/4905/,union,4708,4905,চর মোহনা ইউনিয়ন,http://charmohanaup.lakshmipur.gov.bd,Charmohana,4
667,/36/3108/4708/4906/,union,4708,4906,সোনাপুর ইউনিয়ন,http://sonapurup.lakshmipur.gov.bd,Sonapur,4
668,/36/3108/4708/4907/,union,4708,4907,চর পাতা ইউনিয়ন,http://charpataup.lakshmipur.gov.bd,Charpata,4
669,/36/3108/4708/4908/,union,4708,4908,বামনী ইউনিয়ন,http://bamniup.lakshmipur.gov.bd,Bamni,4
670,/36/3108/4708/4909/,union,4708,4909,দক্ষিন চর বংশী ইউনিয়ন,http://southcharbangshiup.lakshmipur.gov.bd,Southcharbangshi,4
671,/36/3108/4708/4910/,union,4708,4910,দক্ষিন চর আবাবিল ইউনিয়ন,http://southcharababilup.lakshmipur.gov.bd,Southcharababil,4
672,/36/3108/4708/4911/,union,4708,4911,রায়পুর ইউনিয়ন,http://raipurup.lakshmipur.gov.bd,Raipur,4
673,/36/3108/4708/4912/,union,4708,4912,কেরোয়া ইউনিয়ন,http://keoraup.lakshmipur.gov.bd,Keora,4
674,/36/3108/4709/,upazilla,3108,4709,রামগতি উপজেলা,http://ramgati.lakshmipur.gov.bd,Ramgati Upazilla,3
675,/36/3108/4709/4734/,union,4709,4734,চর পোড়াগাছা ইউনিয়ন,http://charporagachaup.lakshmipur.gov.bd,Charporagacha,4
676,/36/3108/4709/4735/,union,4709,4735,চর বাদাম ইউনিয়ন,http://charbadamup.lakshmipur.gov.bd,Charbadam,4
677,/36/3108/4709/4736/,union,4709,4736,চর আবদুল্যাহ ইউনিয়ন,http://charabdullahup.lakshmipur.gov.bd,Charabdullah,4
678,/36/3108/4709/4737/,union,4709,4737,আলেকজান্ডার ইউনিয়ন,http://alxendarup.lakshmipur.gov.bd,Alxendar,4
679,/36/3108/4709/4738/,union,4709,4738,চর আলগী ইউনিয়ন,http://charalgiup.lakshmipur.gov.bd,Charalgi,4
680,/36/3108/4709/4739/,union,4709,4739,চর রমিজ ইউনিয়ন,http://charramizup.lakshmipur.gov.bd,Charramiz,4
681,/36/3108/4709/4740/,union,4709,4740,বড়খেড়ী ইউনিয়ন,http://borokheriup.lakshmipur.gov.bd,Borokheri,4
682,/36/3108/4709/4741/,union,4709,4741,চরগাজী ইউনিয়ন,http://chargaziup.lakshmipur.gov.bd,Chargazi,4
683,/36/3108/4710/,upazilla,3108,4710,রামগঞ্জ উপজেলা,http://ramganj.lakshmipur.gov.bd,Ramganj Upazilla,3
684,/36/3108/4710/4742/,union,4710,4742,কাঞ্চনপুর ইউনিয়ন,http://kanchanpurup.lakshmipur.gov.bd,Kanchanpur,4
685,/36/3108/4710/4743/,union,4710,4743,নোয়াগাঁও ইউনিয়ন,http://noagaonup.lakshmipur.gov.bd,Noagaon,4
686,/36/3108/4710/4744/,union,4710,4744,ভাদুর ইউনিয়ন,http://bhadurup.lakshmipur.gov.bd,Bhadur,4
687,/36/3108/4710/4745/,union,4710,4745,ইছাপুর ইউনিয়ন,http://ichhapurup.lakshmipur.gov.bd,Ichhapur,4
688,/36/3108/4710/4746/,union,4710,4746,চন্ডিপুর ইউনিয়ন,http://chandipurup.lakshmipur.gov.bd,Chandipur,4
689,/36/3108/4710/4747/,union,4710,4747,লামচর ইউনিয়ন,http://lamcharup.lakshmipur.gov.bd,Lamchar,4
690,/36/3108/4710/4748/,union,4710,4748,দরবেশপুর ইউনিয়ন,http://darbeshpurup.lakshmipur.gov.bd,Darbeshpur,4
691,/36/3108/4710/4749/,union,4710,4749,করপাড়া ইউনিয়ন,http://karparaup.lakshmipur.gov.bd,Karpara,4
692,/36/3108/4710/4750/,union,4710,4750,ভোলাকোট ইউনিয়ন,http://bholakotup.lakshmipur.gov.bd,Bholakot,4
693,/36/3108/4710/4751/,union,4710,4751,ভাটরা ইউনিয়ন,http://bhatraup.lakshmipur.gov.bd,Bhatra,4
694,/36/3152/,district,36,3152,চট্টগ্রাম জেলা,http://www.chittagong.gov.bd,Chattogram District,2
695,/36/3152/3458/,upazilla,3152,3458,রাঙ্গুনিয়া উপজেলা,http://rangunia.chittagong.gov.bd,Rangunia Upazilla,3
696,/36/3152/3458/4934/,union,3458,4934,রাজানগর ইউনিয়ন,http://rajanagarup.chittagong.gov.bd,Rajanagar,4
697,/36/3152/3458/4935/,union,3458,4935,হোছনাবাদ ইউনিয়ন,http://hosnabadup.chittagong.gov.bd,Hosnabad,4
698,/36/3152/3458/4936/,union,3458,4936,স্বনির্ভর রাঙ্গুনিয়া ইউনিয়ন,http://swanirborranguniaup.chittagong.gov.bd,Swanirborrangunia,4
699,/36/3152/3458/4937/,union,3458,4937,মরিয়মনগর ইউনিয়ন,http://mariumnagarup.chittagong.gov.bd,Mariumnagar,4
700,/36/3152/3458/4938/,union,3458,4938,পারুয়া ইউিনয়ন,http://paruaup.chittagong.gov.bd,Parua,4
701,/36/3152/3458/4939/,union,3458,4939,পোমরা ইউনিয়ন,http://pomraup.chittagong.gov.bd,Pomra,4
702,/36/3152/3458/4941/,union,3458,4941,বেতাগী ইউনিয়ন,http://betagiup.chittagong.gov.bd,Betagi,4
703,/36/3152/3458/4942/,union,3458,4942,সরফভাটা ইউনিয়ন,http://sharafbhataup.chittagong.gov.bd,Sharafbhata,4
704,/36/3152/3458/4943/,union,3458,4943,শিলক ইউনিয়ন,http://shilokup.chittagong.gov.bd,Shilok,4
705,/36/3152/3458/4945/,union,3458,4945,চন্দ্রঘোনা ইউনিয়ন,http://chandraghonaup.chittagong.gov.bd,Chandraghona,4
706,/36/3152/3458/4946/,union,3458,4946,কোদালা ইউনিয়ন,http://kodalaup.chittagong.gov.bd,Kodala,4
707,/36/3152/3458/4947/,union,3458,4947,ইসলামপুর ইউনিয়ন,http://islampurup.chittagong.gov.bd,Islampur,4
708,/36/3152/3458/4948/,union,3458,4948,দক্ষিণ রাজানগর ইউনিয়ন,http://southrajanagarup.chittagong.gov.bd,Southrajanagar,4
709,/36/3152/3458/4949/,union,3458,4949,লালানগর ইউনিয়ন,http://lalanagarup.chittagong.gov.bd,Lalanagar,4
710,/36/3152/4838/,upazilla,3152,4838,সীতাকুন্ড উপজেলা,http://sitakunda.chittagong.gov.bd,Sitakunda Upazilla,3
711,/36/3152/4838/4878/,union,4838,4878,কুমিরা ইউনিয়ন,http://kumiraup.chittagong.gov.bd,Kumira,4
712,/36/3152/4838/4879/,union,4838,4879,বাঁশবারীয়া ইউনিয়ন,http://banshbariaup.chittagong.gov.bd,Banshbaria,4
713,/36/3152/4838/4880/,union,4838,4880,বারবকুন্ড ইউনিয়ন,http://barabkundaup.chittagong.gov.bd,Barabkunda,4
714,/36/3152/4838/4881/,union,4838,4881,বাড়িয়াডিয়ালা ইউনিয়ন,http://bariadyalaup.chittagong.gov.bd,Bariadyala,4
715,/36/3152/4838/4882/,union,4838,4882,মুরাদপুর ইউনিয়ন,http://muradpurup.chittagong.gov.bd,Muradpur,4
716,/36/3152/4838/4883/,union,4838,4883,সাঈদপুর ইউনিয়ন,http://saidpurup.chittagong.gov.bd,Saidpur,4
717,/36/3152/4838/4884/,union,4838,4884,সালিমপুর ইউনিয়ন,http://salimpurup.chittagong.gov.bd,Salimpur,4
718,/36/3152/4838/4885/,union,4838,4885,সোনাইছড়ি ইউনিয়ন,http://sonaichhariup.chittagong.gov.bd,Sonaichhari,4
719,/36/3152/4838/4890/,union,4838,4890,ভাটিয়ারী ইউনিযন,http://bhatiariup.chittagong.gov.bd,Bhatiari,4
720,/36/3152/4848/,upazilla,3152,4848,মীরসরাই উপজেলা,http://mirsharai.chittagong.gov.bd,Mirsharai Upazilla,3
721,/36/3152/4848/4849/,union,4848,4849,করেরহাট ইউনিয়ন,http://korerhatup.chittagong.gov.bd,Korerhat,4
722,/36/3152/4848/4850/,union,4848,4850,হিংগুলি ইউনিয়ন,http://hinguliup.chittagong.gov.bd,Hinguli,4
723,/36/3152/4848/4851/,union,4848,4851,জোরারগঞ্জ ইউনিয়ন,http://jorarganjup.chittagong.gov.bd,Jorarganj,4
724,/36/3152/4848/4852/,union,4848,4852,ধুম ইউনিয়ন,http://dhoomup.chittagong.gov.bd,Dhoom,4
725,/36/3152/4848/4853/,union,4848,4853,ওসমানপুর ইউনিযন,http://osmanpurup.chittagong.gov.bd,Osmanpur,4
726,/36/3152/4848/4854/,union,4848,4854,ইছাখালী ইউনিয়ন,http://ichakhaliup.chittagong.gov.bd,Ichakhali,4
727,/36/3152/4848/4868/,union,4848,4868,কাটাছরা ইউনিয়ন,http://katachharaup.chittagong.gov.bd,Katachhara,4
728,/36/3152/4848/4869/,union,4848,4869,দূর্গাপুর ইউনিয়ন,http://durgapurup.chittagong.gov.bd,Durgapur,4
729,/36/3152/4848/4870/,union,4848,4870,মীরসরাই ইউনিয়ন,http://mirsharaiup.chittagong.gov.bd,Mirsharai,4
